src,dst,length_m,way_id
3379946283,7954685733,147.0,83587777
3379946283,973473173,87.2,83587777
973473173,3379946283,87.2,83587777
973473173,3379946282,68.5,83587777
3379946282,973473173,68.5,83587777
3379946282,3379946281,50.6,83587777
3379946281,3379946282,50.6,83587777
3379946281,348115231,170.1,83587777
348115231,3379946281,170.1,83587777
348115231,3379946280,315.8,83587777
3379946280,348115231,315.8,83587777
3379946280,691894661,85.8,83587777
691894661,3379946280,85.8,83587777
691894661,3379946279,75.5,83587777
3379946279,691894661,75.5,83587777
3379946279,973472419,86.8,83587777
973472419,3379946279,86.8,83587777
973472419,348115232,261.9,83587777
348115232,973472419,261.9,83587777
348115232,3379946284,64.0,83587777
3379946284,348115232,64.0,83587777
3379946284,1502571744,76.7,83587777
1502571744,3379946284,76.7,83587777
1502571744,13002388779,76.2,83587777
13002388779,1502571744,76.2,83587777
13002388779,1502571751,90.8,83587777
1502571751,13002388779,90.8,83587777
1502571751,348115233,229.1,83587777
348115233,1502571751,229.1,83587777
348115233,13002404812,147.0,83587777
13002404812,348115233,147.0,83587777
13002404812,1502571762,112.9,83587777
1502571762,13002404812,112.9,83587777
1502571762,3379946285,133.7,83587777
3379946285,1502571762,133.7,83587777
3379946285,348115234,292.4,83587777
348115234,3379946285,292.4,83587777
348115234,3383287110,24.9,83587777
3383287110,348115234,24.9,83587777
3383287110,3379946286,41.4,83587777
3379946286,3383287110,41.4,83587777
3379946286,1502571769,80.7,83587777
1502571769,3379946286,80.7,83587777
1502571769,3383287111,78.4,83587777
3383287111,1502571769,78.4,83587777
3383287111,3379946287,44.8,83587777
3379946287,3383287111,44.8,83587777
3379946287,3383287127,132.3,83587777
3383287127,3379946287,132.3,83587777
3383287127,348115235,31.3,83587777
348115235,3383287127,31.3,83587777
348115235,3383287124,38.9,83587777
3383287124,348115235,38.9,83587777
3383287124,3379946288,197.9,83587777
3379946288,3383287124,197.9,83587777
3379946288,3383287118,47.0,83587777
3383287118,3379946288,47.0,83587777
973473326,3379911095,105.0,83587780
3379911095,973472504,54.2,83587780
973472504,7925362040,111.5,83587780
7925362040,3364104513,60.8,83587780
3364104513,3364104514,29.0,83587780
3364104514,2125087914,23.1,83587780
2125087914,973473223,182.3,83587780
973473223,3379911084,22.4,83587780
3379911084,3363958638,55.6,83587780
3363958638,3379911083,23.4,83587780
3379911083,3379911079,103.2,83587780
3379911079,2125087853,249.9,83587780
2125087853,3379911066,144.4,83587780
3379911066,973472657,61.3,83587780
973472657,3408254938,96.6,83587780
3408254938,3379911064,8.9,83587780
3379911064,3379911060,321.2,83587780
3379911060,973472772,295.1,83587780
973472772,3379974260,198.3,83587780
3379974260,3379974263,66.1,83587780
